,City,State,share_white,share_black,poverty_rate,income,protest_rate
0,Bethel,AK,23.3,0.9,11.4,76135.0,0.015183723048891588
1,Dillingham,AK,30.7,0.4,12.3,66875.0,0.03389830508474576
2,Fairbanks,AK,66.1,9.0,13.1,55229.0,0.00905650612931397
3,Ketchikan,AK,60.7,0.8,16.6,53111.0,0.024142926122646062
4,Kotzebue,AK,16.0,0.9,16.3,87708.0,0.009242144177449169
5,Palmer,AK,79.1,1.8,11.5,61797.0,0.26824034334763946
6,Unalakleet,AK,15.0,0.6,14.9,68015.0,0.031654676258992806
7,Auburn,AL,75.1,16.5,31.8,38342.0,0.0030184578698742807
8,Birmingham,AL,22.3,73.4,30.9,31061.0,0.0014421951930010553
9,Brewton,AL,54.1,42.6,27.8,31033.0,0.007677543186180422
10,Cullman,AL,93.4,0.9,21.9,38746.0,0.001871024073843084
11,Florence,AL,75.0,19.4,24.6,35731.0,0.0005882785498933746
12,Gadsden,AL,57.3,36.3,29.4,29136.0,0.002857142857142857
13,Homewood,AL,74.6,17.3,12.7,61626.0,0.007881152224455215
14,Hoover,AL,75.1,14.8,6.0,77146.0,0.0018246898610204273
15,Huntsville,AL,60.3,31.2,18.2,48775.0,0.0028667723633172795
16,Mobile,AL,45.0,50.6,23.3,38776.0,0.005497562526494277
17,Montgomery,AL,37.3,56.6,24.1,42927.0,0.0010074297947361792
18,Opelika,AL,50.6,43.5,23.0,40489.0,0.005661964539924938
19,Phenix,AL,48.7,46.6,21.0,36698.0,0.002740702167895415
20,Tuscaloosa,AL,53.8,41.5,25.1,39351.0,0.01977672082192052
21,Arkadelphia,AR,65.5,30.3,33.0,28581.0,0.01864628006712661
22,Batesville,AR,83.2,4.3,20.9,38092.0,0.02757859900717044
23,Bentonville,AR,81.4,2.5,7.7,71941.0,0.02731792602305633
24,ElDorado,AR,45.1,49.9,27.4,34239.0,0.0028327006968443713
25,Jonesboro,AR,74.7,18.4,23.7,41688.0,0.00030614587851111056
26,LittleRock,AR,48.9,42.3,17.8,46085.0,0.0010136230943885826
27,NorthLittleRock,AR,54.0,39.7,26.1,39591.0,0.0003641715855120404
28,Carefree,AZ,95.5,0.5,9.6,93014.0,0.0005092946269416856
29,Flagstaff,AZ,73.4,1.9,24.2,48680.0,0.0013326581198859243
30,Maricopa,AZ,70.2,9.7,8.1,65793.0,0.0005755174861396205
31,Mesa,AZ,77.1,3.5,16.5,48809.0,0.00038609144189709886
32,Payson,AZ,91.6,0.4,12.7,42856.0,0.0047429330297856205
33,Phoenix,AZ,65.9,6.5,23.1,47326.0,0.00028951158998178847
34,PrescottValley,AZ,88.1,0.8,18.2,42571.0,0.003418252176717188
35,Safford,AZ,81.4,1.2,16.9,46277.0,0.0020034057898427327
36,Tucson,AZ,69.7,5.0,25.3,37149.0,0.0019158031868017579
37,Anaheim,CA,52.7,2.8,16.5,60752.0,0.0011416665477430679
38,Arcata,CA,81.8,2.0,41.3,29435.0,0.027128207910585428
39,Arvin,CA,53.1,1.0,29.3,35609.0,0.002059402315683493
40,Bakersfield,CA,56.8,8.2,19.8,57095.0,0.0006312720457119056
41,Berkeley,CA,59.5,10.0,20.4,66237.0,0.015396549430810287
42,Bishop,CA,73.9,0.6,13.0,41069.0,0.037363223912463314
43,Brea,CA,67.1,1.4,7.1,83717.0,0.006935614379840482
44,Calabasas,CA,83.9,1.6,7.9,106050.0,0.02096172389217289
45,Calexico,CA,60.0,0.3,27.4,34742.0,0.005021971123666039
46,Camarillo,CA,75.1,1.9,6.4,88152.0,0.0014308608058608058
47,Cerritos,CA,23.1,6.9,4.8,90321.0,0.00401131189955675
48,CitrusHeights,CA,80.3,3.3,15.4,50047.0,0.005695020274272176
49,Claremont,CA,70.6,4.7,8.2,88523.0,0.0027574036287431754
50,Clovis,CA,70.9,2.7,13.8,62666.0,0.00015708999511275572
51,Colfax,CA,89.6,0.2,11.4,48015.0,0.007492507492507494
52,Colusa,CA,66.1,0.9,18.1,47607.0,0.03300330033003299
53,Compton,CA,25.9,32.9,26.6,43507.0,0.010982689189895926
54,Corona,CA,59.7,5.9,11.7,74149.0,0.0011773847928980151
55,Coronado,CA,88.1,2.1,6.0,90256.0,0.008427794867472927
56,Culver,CA,60.3,9.5,8.9,81189.0,0.007655990812811025
57,DiamondBar,CA,33.2,4.1,7.0,89221.0,0.0010768126346015793
58,EastPaloAlto,CA,28.8,16.7,18.5,52012.0,0.006822678583611926
59,ElSegundo,CA,78.0,2.0,7.3,85727.0,0.006020469596628537
60,Encinitas,CA,85.8,0.6,8.1,95149.0,0.03189334864214068
61,Eureka,CA,79.3,1.9,24.5,37094.0,0.002620741295394983
62,Fairfield,CA,46.0,15.7,13.2,67364.0,0.0017074607497460153
63,Fontana,CA,47.4,10.0,16.1,64824.0,0.0004660983374272304
64,FortBragg,CA,74.8,0.7,22.3,33867.0,0.0274310794129749
65,Fremont,CA,32.8,3.3,6.1,105355.0,0.0012442453651860144
66,Fresno,CA,49.6,8.3,29.8,41531.0,4.514876518127229e-05
67,Fullerton,CA,53.9,2.3,16.8,65974.0,0.006732452343855195
68,Gilroy,CA,58.7,1.9,15.1,83027.0,0.0033879929529746573
69,Glendale,CA,71.1,1.3,14.6,52574.0,0.015052457815486971
70,Glendora,CA,75.1,1.9,9.4,75148.0,0.0019400900201769363
71,GrassValley,CA,89.4,0.4,28.4,33700.0,0.002340641335725989
72,Hanford,CA,62.5,4.9,20.5,53986.0,0.003466024296830321
73,Hayward,CA,34.2,11.9,13.4,65096.0,0.0003140644334591685
74,Healdsburg,CA,74.1,0.5,7.4,65638.0,0.016884761502743775
75,Hollister,CA,59.4,1.0,11.3,69157.0,0.024545900834560628
76,HuntingtonBeach,CA,76.7,1.0,9.4,83252.0,0.0015895085741438825
77,Inglewood,CA,23.3,43.9,22.4,42044.0,0.0005547798910782146
78,Irvine,CA,50.5,1.8,12.3,92278.0,0.001739729506856274
79,LaMesa,CA,71.8,7.7,12.4,54667.0,0.010126753194146736
80,Lafayette,CA,84.7,0.7,4.9,137895.0,0.1313912455890082
81,Lemoore,CA,56.8,6.4,15.6,49623.0,0.0074836295603367626
82,Lodi,CA,68.7,0.8,17.4,49316.0,0.01497351522504661
83,LongBeach,CA,46.1,13.5,20.6,52783.0,0.00032423459021070926
84,LosAngeles,CA,49.8,9.6,22.1,50205.0,0.000799562566464367
85,Loyalton,CA,91.2,0.3,16.3,40563.0,0.002136752136752137
86,Malibu,CA,91.5,1.2,10.5,119659.0,0.01692047377326565
87,ManhattanBeach,CA,84.5,0.8,4.0,143527.0,0.014211408919080237
88,MenloPark,CA,70.2,4.8,7.8,121816.0,0.005764020981036371
89,MillValley,CA,88.8,0.8,3.3,143005.0,0.02805245809664072
90,Modesto,CA,65.0,4.2,20.5,48577.0,0.002788155913678693
91,Monterey,CA,78.3,2.8,9.1,66166.0,0.007097735822272695
92,Moorpark,CA,75.1,1.5,7.2,99777.0,0.00038487972508591066
93,MorroBay,CA,87.1,0.4,12.9,51338.0,0.018969932656739068
94,MountShasta,CA,89.6,1.8,23.3,39777.0,0.061087354917532075
95,MountainView,CA,79.9,2.5,21.9,49867.0,0.006043099384812483
96,MountainView,CA,79.9,2.5,21.9,103488.0,0.006043099384812483
97,MountainView,CA,79.9,2.5,7.8,49867.0,0.006043099384812483
98,MountainView,CA,79.9,2.5,7.8,103488.0,0.006043099384812483
99,MountainView,CA,56.0,2.2,21.9,49867.0,0.006043099384812483
100,MountainView,CA,56.0,2.2,21.9,103488.0,0.006043099384812483
101,MountainView,CA,56.0,2.2,7.8,49867.0,0.006043099384812483
102,MountainView,CA,56.0,2.2,7.8,103488.0,0.006043099384812483
103,Oakland,CA,34.5,28.0,20.4,54618.0,0.006422173008398937
104,Oceanside,CA,65.2,4.7,14.1,57703.0,0.0008535239157401192
105,Ontario,CA,51.0,6.4,18.1,54114.0,0.0013512783092805795
106,Orange,CA,67.1,1.6,13.2,78513.0,0.0021634251346732145
107,Oxnard,CA,48.2,2.9,16.6,60621.0,0.0009957822875225606
108,PalmDesert,CA,82.5,1.8,10.8,52892.0,0.009385265133740028
109,PalmSprings,CA,75.7,4.4,18.9,44075.0,0.007591684185937864
110,Palmdale,CA,49.0,14.8,21.3,52392.0,0.012896652673798515
111,PaloAlto,CA,64.2,1.9,5.4,136519.0,0.008001346306835567
112,Pasadena,CA,55.8,10.7,15.3,72402.0,0.01418148040473945
113,Pomona,CA,48.0,7.3,22.1,49186.0,0.00214251339894918
114,RanchoCucamonga,CA,62.0,9.2,8.8,77396.0,0.0015089835194225325
115,RanchoPalosVerdes,CA,61.7,2.4,4.3,118780.0,0.0024078979051288226
116,RanchoSantaMargarita,CA,78.2,1.9,4.0,105328.0,0.0020878570235510273
117,RedBluff,CA,80.7,0.9,24.0,31239.0,0.010317078203452784
118,Redding,CA,85.8,1.2,18.8,43341.0,0.0028800806422579835
119,Redlands,CA,69.0,5.2,14.3,65212.0,0.0027966943073287373
120,Richmond,CA,31.4,26.6,17.5,55102.0,0.009044289887579477
121,Ridgecrest,CA,77.4,4.0,15.4,59936.0,0.0069029786352811226
122,Riverside,CA,56.5,7.0,18.8,57196.0,0.0006035731530661517
123,Sacramento,CA,45.0,14.6,22.0,50739.0,0.004234615204896967
124,SanDiego,CA,58.9,6.7,15.4,66116.0,0.000356427744195144
125,SanFrancisco,CA,48.5,6.1,13.2,81294.0,0.0020040481773181827
126,SanJose,CA,42.8,3.2,11.3,84647.0,0.0005662304362141412
127,SanLuisObispo,CA,84.5,1.2,33.4,46058.0,0.0032308589168194304
128,SantaAna,CA,45.9,1.5,22.1,52253.0,0.000902749775817139
129,SantaBarbara,CA,75.1,1.6,13.9,66107.0,0.018971732119142475
130,SantaClarita,CA,70.9,3.2,9.3,83554.0,0.0011738246493785773
131,SantaCruz,CA,74.5,1.8,23.8,62164.0,0.011866435529139838
132,SantaMonica,CA,77.6,3.9,11.3,76580.0,0.002345106801915908
133,SantaPaula,CA,63.0,0.5,18.0,52824.0,0.006710058377507884
134,SantaRosa,CA,71.0,2.4,12.6,61050.0,0.0011315225201269567
135,Santee,CA,82.5,2.0,7.8,76104.0,0.0008608667206143145
136,Sebastopol,CA,88.2,1.0,9.8,57560.0,0.004691164972634871
137,SimiValley,CA,75.3,1.4,6.1,90210.0,0.023882878364500492
138,Solvang,CA,82.5,0.7,11.1,67484.0,0.0342583076396026
139,Sonoma,CA,86.8,0.5,10.4,62516.0,0.022677793904209
140,Stockton,CA,37.0,12.2,25.3,44797.0,0.0003197983990892141
141,Temecula,CA,70.8,4.1,7.0,79925.0,0.005663945068446597
142,Torrance,CA,51.1,2.7,7.0,79549.0,0.0006964176277229929
143,Truckee,CA,86.5,0.4,6.5,77320.0,0.05975500448162534
144,Turlock,CA,69.8,1.7,17.5,51401.0,0.002716247232823132
145,Upland,CA,65.6,7.3,15.5,60779.0,0.0025926886180969665
146,Vacaville,CA,66.3,10.3,10.7,74001.0,0.002980033773716102
147,Vallejo,CA,32.8,22.1,18.3,57028.0,0.0014380567333924991
148,Visalia,CA,64.5,2.1,21.3,52157.0,0.0014858289068013818
149,Walnut,CA,23.7,2.8,6.7,100184.0,0.0033687047330301497
150,WalnutCreek,CA,78.7,1.6,5.9,82120.0,0.04275575064846222
151,WestCovina,CA,42.8,4.5,10.3,69189.0,0.0016174917460347665
152,Westminster,CA,35.7,0.9,17.8,53455.0,0.022064583034542104
153,Whittier,CA,64.6,1.3,12.5,66457.0,0.001903687513220052
154,Woodland,CA,62.9,1.5,14.0,55893.0,0.0012386866618220255
155,Yreka,CA,83.6,0.7,34.3,28333.0,0.026602819898909284
156,Boulder,CO,88.0,0.9,23.1,58484.0,0.002473037893627827
157,ColoradoSprings,CO,78.8,6.3,13.4,54527.0,7.527900280414286e-05
158,Denver,CO,68.9,10.2,17.3,53637.0,0.0014667911605664198
159,Dolores,CO,90.4,0.3,16.2,34813.0,0.10471204188481677
160,Durango,CO,85.1,0.6,13.2,57024.0,0.008960101196437042
161,EstesPark,CO,91.0,0.3,10.0,54530.0,0.010893246187363837
162,FortCollins,CO,89.0,1.2,18.6,55647.0,0.001174791327690419
163,GlenwoodSprings,CO,81.4,1.2,15.4,49538.0,0.008559919436052367
164,GrandJunction,CO,88.7,0.8,18.9,45358.0,0.0062896048555749475
165,Gunnison,CO,86.9,0.6,34.0,35871.0,0.045180722891566265
166,Kremmling,CO,92.6,0.3,14.1,58500.0,0.0032808398950131233
167,Longmont,CO,83.3,0.9,14.1,62208.0,0.0008568011158977733
168,Norwood,CO,89.8,0.6,18.7,41094.0,0.0690846286701209
169,Parachute,CO,66.5,0.4,34.2,32917.0,0.017921146953405017
170,Pueblo,CO,75.2,2.5,25.0,34550.0,0.00021359724459554471
171,SteamboatSprings,CO,94.0,0.6,10.9,56125.0,0.003027092477675193
172,Sterling,CO,85.0,5.9,21.4,35732.0,0.006898930665746809
173,Telluride,CO,90.5,0.4,9.7,62000.0,0.009681323114158934
174,Ansonia,CT,77.6,11.6,19.0,43305.0,0.005360780529645118
175,Bethel,CT,84.8,2.6,4.2,75038.0,0.0030303030303030303
176,Bridgeport,CT,39.6,34.6,22.9,41801.0,0.001038788357260092
177,Bristol,CT,87.7,3.8,10.4,61478.0,0.0033362803810032195
178,Colchester,CT,91.0,2.8,8.4,70625.0,0.031627553924979436
179,Danbury,CT,68.2,7.2,12.0,66676.0,0.005510032194330964
180,Derby,CT,82.8,7.6,15.4,51596.0,0.004052192235999676
181,EastHampton,CT,95.1,1.2,8.7,96719.0,0.015625
182,Greenwich,CT,80.9,4.9,7.4,83824.0,0.004774029280712922
183,Groton,CT,70.5,10.2,13.8,54244.0,0.1122208506340478
184,Groton,CT,70.5,10.2,13.8,54244.0,0.026017275470912687
185,Hartford,CT,29.8,38.7,33.4,30630.0,0.004730652828601314
186,Manchester,CT,72.3,13.6,14.0,54958.0,0.0030390386218394
187,Meriden,CT,73.5,9.7,14.6,54588.0,0.03367286808653927
188,NewBritain,CT,63.6,13.0,23.3,40457.0,0.0027588109524794807
189,NewHaven,CT,42.6,35.4,26.6,37192.0,0.007122566493007952
190,NewLondon,CT,60.4,17.4,28.6,36250.0,0.01889567354233376
191,Newington,CT,86.5,3.5,4.4,79960.0,0.006663557006730192
192,Norwich,CT,69.5,10.4,15.7,50078.0,0.006018709588664191
193,Ridgefield,CT,93.6,1.0,3.0,112875.0,0.0030049280820545693
194,Shelton,CT,90.8,2.4,5.1,86870.0,0.0029176493471759586
195,Somers,CT,97.7,0.4,7.4,92976.0,0.018545994065281898
196,Stamford,CT,65.0,13.9,9.4,79359.0,0.0061710300991993094
197,Stratford,CT,76.4,14.3,7.9,66886.0,0.0038573550116684993
198,Torrington,CT,88.7,2.7,10.7,56264.0,0.0014686875807778169
199,Trumbull,CT,90.0,3.1,2.2,111312.0,0.028032405460712586
200,Water,CT,96.0,1.1,5.3,78828.0,0.009268699601445916
201,Waterford,CT,87.8,4.3,7.6,50250.0,0.02133788541555532
202,WestHartford,CT,79.6,6.3,8.0,86569.0,0.02144048280790916
203,WestHaven,CT,65.7,19.6,14.4,50846.0,0.01235811058220432
204,Westport,CT,92.6,1.2,4.7,162907.0,0.007019760626162648
205,Wethersfield,CT,89.5,3.1,4.7,77195.0,0.007689941556444171
206,WindsorLocks,CT,85.8,4.8,5.7,68944.0,7.779679477205539e-05
207,Washington,DC,38.5,50.7,18.0,70848.0,0.018668110050457036
208,Dover,DE,48.3,42.2,20.0,45363.0,0.005240266205523239
209,Middle,DE,61.9,28.4,5.4,84451.0,0.008733624454148471
210,Milford,DE,65.0,22.3,17.0,45368.0,0.008523695874531197
211,Newark,DE,82.4,6.7,25.6,54187.0,0.005967477248992988
212,RehobothBeach,DE,97.3,1.1,8.2,82569.0,0.22639068564036224
213,Wilmington,DE,32.6,58.0,24.5,40465.0,0.01425191688282074
214,BocaRaton,FL,88.5,5.2,10.0,70638.0,0.0010019538099293624
215,BonitaSprings,FL,88.8,0.8,18.5,53955.0,0.0005030434126465114
216,BoyntonBeach,FL,62.4,30.3,16.8,46178.0,0.0012709871757393967
217,Bronson,FL,67.6,25.6,20.4,28690.0,0.08718395815170009
218,Cocoa,FL,59.2,31.3,29.3,30517.0,0.10750954147180562
219,CoralGables,FL,91.0,3.0,7.6,93934.0,0.004024144869215292
220,Davie,FL,80.1,8.0,12.6,59680.0,0.001128816811845051
221,DeFuniakSprings,FL,70.7,20.4,19.9,28675.0,0.14351320321469574
222,DelrayBeach,FL,65.7,28.0,17.8,50136.0,0.0028797281536622945
223,Doral,FL,88.7,2.5,12.4,72933.0,0.0015211207617772775
224,FortLauderdale,FL,62.6,31.0,20.7,50778.0,0.0012333024550940873
225,FortMyers,FL,54.6,32.3,24.2,39039.0,0.0016226000635263234
226,Gainesville,FL,64.9,23.0,35.6,31818.0,0.0029851414583908593
227,Haines,FL,53.4,27.5,26.9,34598.0,0.003844822945903341
228,Hollywood,FL,72.7,16.7,15.9,46791.0,0.0012918477944928526
229,Jacksonville,FL,59.4,30.7,17.7,46764.0,0.00018431015889071612
230,KeyWest,FL,83.8,9.7,12.9,57042.0,0.004664565884401692
231,Kissimmee,FL,66.1,12.4,25.6,37487.0,0.0068759712309363705
232,Lake,FL,56.6,37.3,27.4,33866.0,0.008095854922279792
233,Lakeland,FL,70.8,20.9,19.2,39706.0,0.005350645644574445
234,MarcoIsland,FL,95.9,0.5,7.4,73304.0,0.0027859809438903443
235,Miami,FL,72.6,19.2,28.3,31051.0,0.0004701226379008597
236,MiamiBeach,FL,87.4,4.4,17.7,44342.0,0.0011250492209034146
237,Miramar,FL,41.0,45.7,9.6,65282.0,0.007082604415295592
238,MountDora,FL,77.5,15.6,12.9,47813.0,0.02066685037200331
239,Naples,FL,93.3,4.2,8.8,79515.0,0.009054690329590729
240,Orlando,FL,57.6,28.1,20.2,42318.0,0.00731973754705297
241,PalmBay,FL,72.9,17.9,17.6,43163.0,0.0010817640542785932
242,PalmBeach,FL,97.4,0.6,5.3,105527.0,0.00011343012704174228
243,Panama,FL,71.6,22.0,21.2,37190.0,0.0007788386650128364
244,PanamaBeach,FL,89.5,2.3,7.8,54406.0,0.0015894460780418026
245,PembrokePines,FL,67.3,19.8,8.1,61279.0,0.00013825601557684443
246,Pensacola,FL,66.3,28.0,15.7,45527.0,0.004058518168947617
247,PompanoBeach,FL,62.6,28.9,23.4,41321.0,0.0003567669776485489
248,PortSt.Lucie,FL,74.3,16.3,15.0,49813.0,0.0009908544137609864
249,PuntaGorda,FL,93.3,3.3,11.3,56463.0,0.03191123766507928
250,Quincy,FL,23.4,64.4,27.7,33331.0,0.010985791709389191
251,Sarasota,FL,75.4,15.1,19.5,43244.0,0.0005147121901003689
252,St.Augustine,FL,84.2,11.6,22.2,42958.0,0.012974375608173857
253,St.Petersburg,FL,68.7,23.9,17.2,45748.0,0.0007537186594359924
254,Stuart,FL,80.0,12.0,19.2,36514.0,0.015396932930960153
255,Tallahassee,FL,57.4,35.0,29.7,39681.0,0.00034887991186191705
256,Tampa,FL,62.9,26.2,21.8,44185.0,0.005003752814610958
257,Titusville,FL,80.8,13.5,18.8,40830.0,0.004293688278230999
258,WestMelbourne,FL,85.5,4.9,9.4,55330.0,0.00721381755224865
259,WestPalmBeach,FL,56.7,32.5,20.0,45800.0,0.0022330400607386896
260,Weston,FL,85.8,4.4,7.2,93814.0,0.00421549616389849
261,Windermere,FL,94.2,1.4,3.9,117283.0,0.0564334085778781
262,Zephyrhills,FL,88.7,4.9,15.0,37884.0,0.003038405444822557
263,Alpharetta,GA,70.0,10.9,6.4,92839.0,0.0007439037091038936
264,Americus,GA,30.6,63.5,41.5,24886.0,0.013238019592268996
265,Atlanta,GA,38.4,54.0,24.6,47527.0,0.0009579507942803137
266,Claxton,GA,48.0,42.0,30.3,31667.0,0.045372050816696916
267,Columbus,GA,46.3,45.5,20.5,42306.0,0.000574656866000235
268,Crawford,GA,63.6,32.1,23.1,23571.0,0.004784688995215311
269,Cumming,GA,76.6,2.9,20.7,43491.0,0.13746754238582554
